year,indicator,donor_code,donor_name,prices,currency,purpose_name,value
2015,crs_bilateral_flow_disbursement_gross,18,Finland,constant,USD,Administrative Costs of Donors,62.14671186022642
2015,crs_bilateral_flow_disbursement_gross,18,Finland,constant,USD,Agriculture and Forestry & Fishing,79.12567974769831
2015,crs_bilateral_flow_disbursement_gross,18,Finland,constant,USD,Banking & Financial Services and Business,25.074239456518253
2015,crs_bilateral_flow_disbursement_gross,18,Finland,constant,USD,Civil society,57.532467103476954
2015,crs_bilateral_flow_disbursement_gross,18,Finland,constant,USD,Conflict Peace and Security,52.10406139923205
2015,crs_bilateral_flow_disbursement_gross,18,Finland,constant,USD,Education,71.94870539853409
2015,crs_bilateral_flow_disbursement_gross,18,Finland,constant,USD,Energy,34.677491130399765
2015,crs_bilateral_flow_disbursement_gross,18,Finland,constant,USD,Environment Protection,27.143111052593113
2015,crs_bilateral_flow_disbursement_gross,18,Finland,constant,USD,General Budget Support,7.713991039908723
2015,crs_bilateral_flow_disbursement_gross,18,Finland,constant,USD,Government,26.906406412526394
2015,crs_bilateral_flow_disbursement_gross,18,Finland,constant,USD,Health,28.108075342097003
